,title,author,date,category,word,count
0,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,gleam,2
1,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,from,4
2,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,idas,2
3,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,height,2
4,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,the,31
5,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,firegod,1
6,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sent,2
7,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,came,2
8,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,watch,3
9,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,leapt,1
10,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,that,5
11,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,light,3
12,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rider,1
13,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rode,2
14,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,flame,2
15,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,shot,1
16,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,through,2
17,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,startled,1
18,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sky,1
19,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,and,15
20,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,torch,1
21,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,blazing,2
22,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,glory,3
23,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,old,1
24,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,lemnos,1
25,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,caught,1
26,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,high,1
27,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,its,4
28,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,holy,1
29,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,promontory,1
30,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,jocund,1
31,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sign,2
32,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,athos,1
33,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,mount,2
34,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,jove,1
35,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,divine,1
36,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,wildly,1
37,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,while,2
38,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rose,1
39,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,isle,1
40,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,might,2
41,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,journeying,1
42,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,skimmed,1
43,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,over,1
44,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,back,1
45,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,gleaming,1
46,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,brine,1
47,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,farther,1
48,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,faster,1
49,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,speeds,1
50,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,till,1
51,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,keeps,1
52,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,macistus,2
53,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,steep,2
54,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,see,1
55,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,burst,1
56,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,like,2
57,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sun,1
58,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,doth,2
59,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sleep,1
60,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,his,1
61,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,towerclad,1
62,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rapid,1
63,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,red,1
64,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,wild,2
65,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,fire,2
66,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sweep,1
67,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,flashes,1
68,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,afar,1
69,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,wayward,1
70,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,stream,1
71,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,euripus,1
72,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rushing,1
73,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,beam,1
74,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rouses,1
75,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,messapions,1
76,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,they,2
77,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,feed,2
78,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,breath,1
79,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,with,5
80,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,withered,1
81,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,heath,1
82,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,but,1
83,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,may,1
84,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,not,1
85,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,stay,1
86,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,away,2
87,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,bounds,1
88,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,freshening,1
89,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,silent,1
90,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,soon,1
91,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,broadened,1
92,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,moon,1
93,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,passes,1
94,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sheen,1
95,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,asopus,1
96,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,green,1
97,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,bursts,1
98,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,cithaeron,1
99,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,gray,1
100,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,warder,1
101,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,wakes,1
102,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,signalrays,1
103,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,swoops,1
104,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,hill,1
105,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,broader,1
106,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,blaze,1
107,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,fiery,1
108,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,thy,1
109,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,lonely,1
110,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,lake,1
111,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,gorgopis,1
112,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,glowed,1
113,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,megaras,1
114,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,again,1
115,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,streams,1
116,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,amain,1
117,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,giant,1
118,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,beard,1
119,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,headland,1
120,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,cliffs,1
121,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,darkly,1
122,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,down,1
123,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,oer,1
124,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,saronic,1
125,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,waters,1
126,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,frown,1
127,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,are,1
128,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,passed,1
129,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,swift,1
130,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,ones,1
131,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,lurid,1
132,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,stride,1
133,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,huge,1
134,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rock,1
135,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,glares,1
136,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,glaring,1
137,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,tide,1
138,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,mightier,1
139,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,march,1
140,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,fiercer,1
141,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,power,1
142,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,gained,1
143,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,arachnes,1
144,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,neighboring,1
145,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,tower,1
146,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,thence,1
147,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,our,1
148,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,argive,1
149,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,roof,1
150,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rest,1
151,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,won,1
152,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,longdescended,1
153,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,son,1
154,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,bright,1
155,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,harbinger,1
156,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,joy,1
157,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,first,1
158,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,last,1
159,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,equal,1
160,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,honor,1
161,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,crowned,1
162,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,solemn,1
163,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,feasts,1
164,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,racetorch,1
165,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,circles,1
166,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,round,1
167,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,these,1
168,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,heralds,1
169,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,this,1
170,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,peace,1
171,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,breathe,1
172,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,victor,1
173,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,lords,1
174,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,greece,1
175,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,stalk,1
176,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,stern,1
177,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,tumult,1
178,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,halls,1
179,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,troy,1
180,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,dream,2
181,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,was,3
182,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,which,3
183,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,found,1
184,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,myself,2
185,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,and,11
186,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,you,3
187,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,that,7
188,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,hail,1
189,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,now,2
190,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,then,1
191,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,hailed,1
192,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,king,1
193,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,brave,1
194,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,palace,1
195,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,all,4
196,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,own,1
197,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,within,1
198,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,without,1
199,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,mine,1
200,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,until,1
201,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,drunk,1
202,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,with,4
203,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,excess,1
204,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,majesty,1
205,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,pride,1
206,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,methought,1
207,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,towered,1
208,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,big,1
209,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,swelled,1
210,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,wide,1
211,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,burst,1
212,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,the,9
213,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,glittering,1
214,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,bubble,1
215,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,ambition,1
216,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,had,1
217,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,about,2
218,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,blown,1
219,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,again,1
220,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,darkness,1
221,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,such,2
222,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,this,4
223,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,may,3
224,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,walking,2
225,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,dispensing,1
226,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,solemn,1
227,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,justice,1
228,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,shadows,1
229,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,who,2
230,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,make,1
231,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,believe,1
232,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,listen,1
233,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,but,2
234,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,anon,1
235,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,kings,1
236,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,princes,1
237,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,captains,1
238,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,warriors,1
239,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,plume,1
240,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,steel,1
241,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,even,1
242,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,your,1
243,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,airy,1
244,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,theatre,1
245,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,flit,1
246,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,into,1
247,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,air,1
248,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,seem,1
249,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,rend,1
250,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,acclamations,1
251,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,leaving,1
252,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,wake,4
253,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,dark,1
254,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,tower,1
255,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,dreaming,4
256,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,from,1
257,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,waking,2
258,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,both,2
259,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,doubt,1
260,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,confounds,1
261,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,clouds,1
262,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,our,1
263,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,mortal,1
264,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,life,1
265,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,whether,2
266,THE DREAM CALLED LIFE,"Pedro Calderón
                    de la Barca (1600-1681)",1600,Dramatic Poems,know,1
